CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment
13755,4,321,2108.06,1,5,5,155,Inactive
13756,2,142,5189.52,1,5,5,155,Inactive
13758,12,117,3190.55,1,4,5,145,Inactive
13759,33,25,659.4100000000001,2,2,3,223,Inactive
13760,54,57,286.79,3,3,2,332,Potential Loyalists
13761,50,70,1070.65,3,4,4,344,Consistent Buyers
13762,219,7,306.72,5,1,2,512,Inactive
13763,63,15,1714.96,3,2,4,324,Inactive
13764,71,207,1519.42,3,5,4,354,Consistent Buyers
13767,2,368,17220.36,1,5,5,155,Inactive
13769,2,135,2796.51,1,5,5,155,Inactive
13771,64,119,2634.45,3,4,5,345,Consistent Buyers
13772,34,173,1122.63,3,5,4,354,Consistent Buyers
13774,82,22,345.0,4,2,2,422,Inactive
13777,1,197,25977.16,1,5,5,155,Inactive
13778,103,9,178.7,4,1,1,411,Inactive
13780,7,57,360.01,1,3,2,132,Inactive
13781,251,17,127.84,5,2,1,521,Inactive
13782,13,113,908.86,1,4,3,143,Inactive
13784,10,31,2462.79,1,3,5,135,Inactive
13786,367,7,230.39999999999998,5,1,1,511,Inactive
13787,76,31,309.04,4,3,2,432,Potential Loyalists
13790,4,45,348.8,1,3,2,132,Inactive
13791,128,11,1516.0,4,1,4,414,Inactive
13792,66,13,195.55,3,1,1,311,Inactive
13798,1,349,37153.85,1,5,5,155,Inactive
13799,117,39,688.86,4,3,3,433,Potential Loyalists
13800,310,33,558.32,5,3,3,533,Potential Loyalists
13801,67,23,324.8,3,2,2,322,Inactive
13802,139,60,4599.42,4,4,5,445,VIP
13803,255,17,277.07,5,2,2,522,Inactive
13804,31,135,2588.39,2,5,5,255,Potential Loyalists
13805,52,13,924.6,3,1,3,313,Inactive
13806,64,10,256.38,3,1,2,312,Inactive
13807,367,7,112.6,5,1,1,511,Inactive
13808,6,76,1747.66,1,4,4,144,Inactive
13809,305,12,155.05,5,1,1,511,Inactive
13810,29,35,1499.01,2,3,4,234,Potential Loyalists
13811,184,13,814.5,5,1,3,513,Inactive
13812,42,36,539.0,3,3,3,333,Potential Loyalists
13813,40,69,1366.8600000000001,3,4,4,344,Consistent Buyers
13814,92,57,1579.12,4,3,4,434,Potential Loyalists
13815,22,176,4027.36,2,5,5,255,Potential Loyalists
13816,24,28,571.6700000000001,2,2,3,223,Inactive
13817,29,24,382.98,2,2,2,222,Inactive
13819,302,36,1140.35,5,3,4,534,Potential Loyalists
13821,145,59,385.64,4,4,2,442,Potential Loyalists
13822,6,96,632.0,1,4,3,143,Inactive
13823,19,40,957.66,2,3,4,234,Potential Loyalists
13824,33,46,1698.94,2,3,4,234,Potential Loyalists
13826,176,10,189.5,4,1,1,411,Inactive
13827,58,92,409.8,3,4,2,342,Potential Loyalists
13828,22,15,209.49,2,2,1,221,Inactive
13831,16,72,2198.45,2,4,5,245,Potential Loyalists
13832,19,3,52.199999999999996,2,1,1,211,Inactive
13833,159,28,383.85,4,2,2,422,Inactive
13835,25,55,834.57,2,3,3,233,Potential Loyalists
13837,212,18,266.59000000000003,5,2,2,522,Inactive
13838,6,165,674.82,1,5,3,153,Inactive
13841,253,1,85.0,5,1,1,511,Inactive
13842,59,206,3385.62,3,5,5,355,Consistent Buyers
13844,11,20,361.62,1,2,2,122,Inactive
13845,65,9,312.98,3,1,2,312,Inactive
13846,25,55,865.0600000000001,2,3,3,233,Potential Loyalists
13848,92,5,1255.0,4,1,4,414,Inactive
13849,52,101,1537.95,3,4,4,344,Consistent Buyers
13850,129,93,1595.48,4,4,4,444,VIP
13851,96,81,2651.46,4,4,5,445,VIP
13853,57,23,1090.14,3,2,4,324,Inactive
13854,9,110,8109.5199999999995,1,4,5,145,Inactive
13856,169,14,388.5,4,2,2,422,Inactive
13858,57,11,216.17,3,1,1,311,Inactive
13859,326,28,201.16,5,2,1,521,Inactive
13860,1,76,1245.9,1,4,4,144,Inactive
13862,18,139,2209.36,2,5,5,255,Potential Loyalists
13863,248,20,305.78,5,2,2,522,Inactive
13865,58,30,501.56,3,3,3,333,Potential Loyalists
13866,74,7,145.67000000000002,4,1,1,411,Inactive
13867,31,60,1005.09,2,4,4,244,Potential Loyalists
13868,7,33,3192.54,1,3,5,135,Inactive
13869,123,304,3083.65,4,5,5,455,VIP
13870,2,115,2770.94,1,4,5,145,Inactive
13871,23,336,6403.25,2,5,5,255,Potential Loyalists
13873,120,23,389.6,4,2,2,422,Inactive
13874,358,18,540.45,5,2,3,523,Inactive
13875,54,104,1786.79,3,4,4,344,Consistent Buyers
13876,64,7,122.7,3,1,1,311,Inactive
13877,86,3,117.24,4,1,1,411,Inactive
13878,55,35,1271.57,3,3,4,334,Potential Loyalists
13880,21,165,3219.77,2,5,5,255,Potential Loyalists
13881,4,178,17159.52,1,5,5,155,Inactive
13882,3,65,1191.13,1,4,4,144,Inactive
13883,11,142,2674.48,1,5,5,155,Inactive
13884,7,59,787.6,1,4,3,143,Inactive
13885,189,28,506.8,5,2,3,523,Inactive
13886,71,16,243.56,3,2,1,321,Inactive
13887,204,19,349.55,5,2,2,522,Inactive
13888,120,39,595.67,4,3,3,433,Potential Loyalists
13889,93,15,416.90000000000003,4,2,2,422,Inactive
13890,1,110,1883.8100000000002,1,4,4,144,Inactive
13892,27,27,632.97,2,2,3,223,Inactive
13893,298,21,821.1,5,2,3,523,Inactive
13894,24,27,564.62,2,2,3,223,Inactive
13895,28,118,2593.07,2,4,5,245,Potential Loyalists
13897,50,17,311.16,3,2,2,322,Inactive
13898,326,12,155.93,5,1,1,511,Inactive
13899,16,19,388.52,2,2,2,222,Inactive
13900,183,43,740.95,5,3,3,533,Potential Loyalists
13901,72,149,2867.2,3,5,5,355,Consistent Buyers
13904,37,26,332.64,3,2,2,322,Inactive
13908,80,122,2369.55,4,5,5,455,VIP
13911,57,148,2580.91,3,5,5,355,Consistent Buyers
13914,12,33,626.45,1,3,3,133,Inactive
13917,50,18,272.04,3,2,2,322,Inactive
13918,50,30,1212.8400000000001,3,3,4,334,Potential Loyalists
13919,59,28,384.81,3,2,2,322,Inactive
13922,352,7,172.25,5,1,1,511,Inactive
13923,54,20,351.13,3,2,2,322,Inactive
13924,2,117,1838.8500000000001,1,4,4,144,Inactive
13925,93,41,678.25,4,3,3,433,Potential Loyalists
13926,23,11,223.85000000000002,2,1,1,211,Inactive
13927,75,21,348.99,4,2,2,422,Inactive
13928,11,27,464.57,1,2,2,122,Inactive
13929,169,9,842.65,4,1,3,413,Inactive
13930,58,17,337.34,3,2,2,322,Inactive
13931,96,58,1237.53,4,4,4,444,VIP
13932,295,16,307.4,5,2,2,522,Inactive
13933,109,23,608.7900000000001,4,2,3,423,Inactive
13934,264,31,922.1,5,3,3,533,Potential Loyalists
13936,180,26,376.58,5,2,2,522,Inactive
13937,169,9,158.85,4,1,1,411,Inactive
13938,35,7,71.66,3,1,1,311,Inactive
13939,23,45,568.55,2,3,3,233,Potential Loyalists
13940,17,49,839.14,2,3,3,233,Potential Loyalists
13941,22,45,5112.96,2,3,5,235,Potential Loyalists
13946,79,11,561.5699999999999,4,1,3,413,Inactive
13947,65,5,90.6,3,1,1,311,Inactive
13948,361,3,102.0,5,1,1,511,Inactive
13949,3,160,2427.32,1,5,5,155,Inactive
13950,11,35,745.06,1,3,3,133,Inactive
13951,176,39,674.45,4,3,3,433,Potential Loyalists
13952,218,137,3251.071,5,5,5,555,VIP
13953,7,20,3515.68,1,2,5,125,Inactive
13954,2,25,439.92,1,2,2,122,Inactive
13955,154,33,322.96,4,3,2,432,Potential Loyalists
13956,5,147,1019.27,1,5,4,154,Inactive
13959,79,90,594.04,4,4,3,443,Consistent Buyers
13960,21,12,230.22,2,1,1,211,Inactive
13962,22,11,169.55,2,1,1,211,Inactive
13963,308,35,664.54,5,3,3,533,Potential Loyalists
13967,146,2,80.7,4,1,1,411,Inactive
13969,7,619,9024.17,1,5,5,155,Inactive
13971,19,149,2758.26,2,5,5,255,Potential Loyalists
13972,71,15,190.25,3,2,1,321,Inactive
13973,287,11,264.7,5,1,2,512,Inactive
13974,49,28,413.59000000000003,3,2,2,322,Inactive
13975,31,329,2461.2400000000002,2,5,5,255,Potential Loyalists
13976,207,10,357.98,5,1,2,512,Inactive
13978,15,15,196.79000000000002,2,2,1,221,Inactive
13979,73,54,869.87,4,3,3,433,Potential Loyalists
13980,60,11,200.14,3,1,1,311,Inactive
13982,39,111,1871.81,3,4,4,344,Consistent Buyers
13983,30,107,2603.43,2,4,5,245,Potential Loyalists
13984,27,16,920.51,2,2,3,223,Inactive
13985,4,351,7060.13,1,5,5,155,Inactive
13986,17,13,320.46,2,1,2,212,Inactive
13988,20,234,4147.96,2,5,5,255,Potential Loyalists
13989,66,41,1266.08,3,3,4,334,Potential Loyalists
13990,213,16,311.3,5,2,2,522,Inactive
13991,12,82,852.88,1,4,3,143,Inactive
13992,30,5,76.8,2,1,1,211,Inactive
13993,43,121,3466.36,3,5,5,355,Consistent Buyers
13994,4,148,2274.14,1,5,5,155,Inactive
13995,15,86,1393.69,2,4,4,244,Potential Loyalists
13999,10,208,3901.81,1,5,5,155,Inactive
14000,211,15,635.66,5,2,3,523,Inactive
14001,46,39,2043.0800000000002,3,3,4,334,Potential Loyalists
14002,134,47,529.73,4,3,3,433,Potential Loyalists
14004,43,171,4582.64,3,5,5,355,Consistent Buyers
14005,10,84,2874.72,1,4,5,145,Inactive
14006,116,30,962.19,4,3,4,434,Potential Loyalists
14009,198,42,695.61,5,3,3,533,Potential Loyalists
14012,278,11,328.8,5,1,2,512,Inactive
14013,110,34,473.02,4,3,2,432,Potential Loyalists
14014,77,39,505.18,4,3,3,433,Potential Loyalists
14015,53,20,917.34,3,2,3,323,Inactive
14016,162,161,4341.21,4,5,5,455,VIP
14019,47,66,1421.61,3,4,4,344,Consistent Buyers
14020,17,39,642.8,2,3,3,233,Potential Loyalists
14021,155,22,631.9,4,2,3,423,Inactive
14022,225,28,440.0,5,2,2,522,Inactive
14023,7,31,584.07,1,3,3,133,Inactive
14024,122,16,327.7,4,2,2,422,Inactive
14027,61,6,104.82,3,1,1,311,Inactive
14029,63,15,467.66,3,2,2,322,Inactive
14030,18,242,2358.84,2,5,5,255,Potential Loyalists
14031,7,250,17286.86,1,5,5,155,Inactive
14032,2,143,2975.59,1,5,5,155,Inactive
14034,22,86,648.89,2,4,3,243,Potential Loyalists
14035,29,66,1428.02,2,4,4,244,Potential Loyalists
14036,285,38,626.65,5,3,3,533,Potential Loyalists
14037,176,28,147.20000000000002,4,2,1,421,Inactive
14038,78,92,1560.38,4,4,4,444,VIP
14039,33,6,152.2,2,1,1,211,Inactive
14040,41,229,3560.32,3,5,5,355,Consistent Buyers
14041,266,21,141.41,5,2,1,521,Inactive
14044,27,206,646.42,2,5,3,253,Potential Loyalists
14045,109,6,1659.75,4,1,4,414,Inactive
14046,284,14,154.99,5,2,1,521,Inactive
14047,9,32,1308.6100000000001,1,3,4,134,Inactive
14048,305,85,409.93,5,4,2,542,Potential Loyalists
14049,17,478,5578.72,2,5,5,255,Potential Loyalists
14050,32,54,746.36,2,3,3,233,Potential Loyalists
14051,1,210,15610.390000000001,1,5,5,155,Inactive
14052,20,56,225.36,2,3,1,231,Inactive
14053,124,4,260.25,4,1,2,412,Inactive
14054,65,6,92.46,3,1,1,311,Inactive
14055,106,10,725.6400000000001,4,1,3,413,Inactive
14056,1,1088,8152.71,1,5,5,155,Inactive
14057,24,283,6211.66,2,5,5,255,Potential Loyalists
14059,267,8,183.6,5,1,1,511,Inactive
14060,5,202,6140.42,1,5,5,155,Inactive
14062,10,111,10464.85,1,4,5,145,Inactive
14064,29,77,1334.34,2,4,4,244,Potential Loyalists
14066,267,7,152.55,5,1,1,511,Inactive
14067,64,52,374.7,3,3,2,332,Potential Loyalists
14068,320,24,265.85,5,2,2,522,Inactive
14071,4,323,1437.57,1,5,4,154,Inactive
14073,32,13,151.04,2,1,1,211,Inactive
14075,5,43,942.26,1,3,4,134,Inactive
14076,129,44,118.67,4,3,1,431,Inactive
14077,41,42,499.41999999999996,3,3,3,333,Potential Loyalists
14078,102,65,1049.37,4,4,4,444,VIP
14079,125,12,375.1,4,1,2,412,Inactive
14080,33,4,45.599999999999994,2,1,1,211,Inactive
14081,302,150,921.62,5,5,3,553,Consistent Buyers
14082,365,29,182.25,5,2,1,521,Inactive
14083,4,177,1002.9,1,5,4,154,Inactive
14085,2,448,4421.29,1,5,5,155,Inactive
14087,3,68,191.47,1,4,1,141,Inactive
14088,10,589,50491.81,1,5,5,155,Inactive
14089,57,13,158.75,3,1,1,311,Inactive
14090,325,1,76.32000000000001,5,1,1,511,Inactive
14092,8,214,4076.91,1,5,5,155,Inactive
14093,12,100,433.86,1,4,2,142,Inactive
14096,4,5111,65164.79,1,5,5,155,Inactive
14098,37,21,147.35,3,2,1,321,Inactive
14099,16,250,3104.17,2,5,5,255,Potential Loyalists
14100,138,25,191.95000000000002,4,2,1,421,Inactive
14101,74,35,5976.79,4,3,5,435,Potential Loyalists
14102,5,58,1105.8799999999999,1,4,4,144,Inactive
14104,155,21,216.20999999999998,4,2,1,421,Inactive
14105,239,74,1266.23,5,4,4,544,VIP
14107,52,123,2703.23,3,5,5,355,Consistent Buyers
14108,31,34,597.91,2,3,3,233,Potential Loyalists
14109,73,9,144.2,4,1,1,411,Inactive
14110,4,156,5683.15,1,5,5,155,Inactive
14111,14,10,692.85,2,1,3,213,Inactive
14112,23,160,2915.15,2,5,5,255,Potential Loyalists
14113,4,34,1840.42,1,3,4,134,Inactive
14114,274,15,386.53,5,2,2,522,Inactive
14116,20,72,1382.74,2,4,4,244,Potential Loyalists
14117,144,3,90.0,4,1,1,411,Inactive
14121,4,159,2780.15,1,5,5,155,Inactive
14124,84,5,419.58000000000004,4,1,2,412,Inactive
14125,11,166,2720.63,1,5,5,155,Inactive
14126,8,15,706.1300000000001,1,2,3,123,Inactive
14127,123,44,709.71,4,3,3,433,Potential Loyalists
14128,61,46,637.5,3,3,3,333,Potential Loyalists
14129,2,52,1123.8600000000001,1,3,4,134,Inactive
14130,319,66,480.91,5,4,2,542,Potential Loyalists
14132,2,200,3586.0299999999997,1,5,5,155,Inactive
14133,130,28,605.64,4,2,3,423,Inactive
14135,2,134,4690.31,1,5,5,155,Inactive
14138,2,46,965.8800000000001,1,3,4,134,Inactive
14139,46,26,415.82,3,2,2,322,Inactive
14140,4,66,935.05,1,4,4,144,Inactive
14141,3,40,915.13,1,3,3,133,Inactive
14142,373,22,311.81,5,2,2,522,Inactive
14143,134,7,115.8,4,1,1,411,Inactive
14145,47,11,3742.2,3,1,5,315,Inactive
14146,9,210,4191.0,1,5,5,155,Inactive
14147,78,5,483.4,4,1,2,412,Inactive
14148,234,3,157.2,5,1,1,511,Inactive
14149,221,28,446.62,5,2,2,522,Inactive
14150,36,26,658.64,3,2,3,323,Inactive
14152,75,49,621.29,4,3,3,433,Potential Loyalists
14154,239,52,1345.62,5,3,4,534,Potential Loyalists
14155,266,6,118.75,5,1,1,511,Inactive
14156,10,1395,117210.08,1,5,5,155,Inactive
14157,20,46,424.89000000000004,2,3,2,232,Potential Loyalists
14158,40,41,507.66,3,3,3,333,Potential Loyalists
14159,20,1175,4630.35,2,5,5,255,Potential Loyalists
14161,216,104,1097.6200000000001,5,4,4,544,VIP
14162,174,25,289.36,4,2,2,422,Inactive
14163,87,52,2445.91,4,3,5,435,Potential Loyalists
14164,71,29,1631.77,3,2,4,324,Inactive
14165,276,24,120.44,5,2,1,521,Inactive
14167,39,50,562.59,3,3,3,333,Potential Loyalists
14171,98,58,363.79,4,4,2,442,Potential Loyalists
14173,11,29,450.84,1,2,2,122,Inactive
14174,33,26,134.46,2,2,1,221,Inactive
14175,60,149,3222.3,3,5,5,355,Consistent Buyers
14176,297,31,576.9000000000001,5,3,3,533,Potential Loyalists
14177,86,41,549.46,4,3,3,433,Potential Loyalists
14178,9,318,1600.26,1,5,4,154,Inactive
14179,41,157,701.57,3,5,3,353,Consistent Buyers
14180,11,240,4748.52,1,5,5,155,Inactive
14184,67,24,452.89,3,2,2,322,Inactive
14185,331,3,197.65,5,1,1,511,Inactive
14188,31,65,2054.36,2,4,4,244,Potential Loyalists
14189,2,265,4654.08,1,5,5,155,Inactive
14191,2,259,4684.76,1,5,5,155,Inactive
14193,68,42,853.39,3,3,3,333,Potential Loyalists
14194,5,579,11349.52,1,5,5,155,Inactive
14195,202,7,1012.0,5,1,4,514,Inactive
14196,107,6,335.52,4,1,2,412,Inactive
14198,18,39,701.4,2,3,3,233,Potential Loyalists
14199,218,2,185.39999999999998,5,1,1,511,Inactive
14201,60,37,747.44,3,3,3,333,Potential Loyalists
14204,2,39,150.61,1,3,1,131,Inactive
14205,17,24,466.7,2,2,2,222,Inactive
14206,239,20,328.15999999999997,5,2,2,522,Inactive
14208,95,10,151.74,4,1,1,411,Inactive
14209,11,87,2073.43,1,4,5,145,Inactive
14210,106,102,1905.8400000000001,4,4,4,444,VIP
14211,53,112,2241.1,3,4,5,345,Consistent Buyers
14212,90,9,1070.48,4,1,4,414,Inactive
14214,31,67,1004.38,2,4,4,244,Potential Loyalists
14215,12,108,1789.72,1,4,4,144,Inactive
14216,3,59,1839.3,1,4,4,144,Inactive
14217,2,100,2004.98,1,4,4,144,Inactive
14218,43,12,169.48000000000002,3,1,1,311,Inactive
14219,4,7,89.94,1,1,1,111,Inactive
14220,247,21,632.4,5,2,3,523,Inactive
14221,42,193,3432.8,3,5,5,355,Consistent Buyers
14222,177,41,683.17,4,3,3,433,Potential Loyalists
14223,92,60,991.13,4,4,4,444,VIP
14224,110,113,1009.73,4,4,4,444,VIP
14226,29,66,2214.79,2,4,5,245,Potential Loyalists
14227,26,175,3350.96,2,5,5,255,Potential Loyalists
14229,52,40,1547.2,3,3,4,334,Potential Loyalists
14231,184,50,925.71,5,3,3,533,Potential Loyalists
14232,43,115,2048.07,3,4,4,344,Consistent Buyers
14233,49,35,1462.72,3,3,4,334,Potential Loyalists
14234,22,147,754.12,2,5,3,253,Potential Loyalists
14235,75,79,3144.86,4,4,5,445,VIP
14236,81,15,490.86,4,2,3,423,Inactive
14237,373,9,161.0,5,1,1,511,Inactive
14238,326,8,146.85,5,1,1,511,Inactive
14239,43,112,2380.85,3,4,5,345,Consistent Buyers
14240,30,42,890.34,2,3,3,233,Potential Loyalists
14241,184,10,213.70000000000002,5,1,1,511,Inactive
14242,235,16,280.55,5,2,2,522,Inactive
14243,9,141,2588.77,1,5,5,155,Inactive
14245,220,108,1693.45,5,4,4,544,VIP
14246,111,75,1474.06,4,4,4,444,VIP
14247,278,20,136.76999999999998,5,2,1,521,Inactive
14248,318,8,302.58,5,1,2,512,Inactive
14250,7,111,1904.05,1,4,4,144,Inactive
14251,2,78,2879.7000000000003,1,4,5,145,Inactive
14256,260,53,969.0600000000001,5,3,4,534,Potential Loyalists
14257,64,106,3099.7200000000003,3,4,5,345,Consistent Buyers
14258,9,111,12669.98,1,4,5,145,Inactive
14259,142,5,120.0,4,1,1,411,Inactive
14261,51,52,1163.45,3,3,4,334,Potential Loyalists
14262,8,143,2618.23,1,5,5,155,Inactive
14264,155,17,333.97,4,2,2,422,Inactive
14265,109,31,530.18,4,3,3,433,Potential Loyalists
14267,163,55,1516.24,4,3,4,434,Potential Loyalists
14270,332,29,492.65000000000003,5,2,3,523,Inactive
14271,226,10,112.32,5,1,1,511,Inactive
14272,74,33,437.96,4,3,2,432,Potential Loyalists
14273,51,29,559.97,3,2,3,323,Inactive
14276,99,64,1119.74,4,4,4,444,VIP
14277,15,222,4188.0,2,5,5,255,Potential Loyalists
14280,197,8,134.04,5,1,1,511,Inactive
14282,3,154,3701.44,1,5,5,155,Inactive
14284,31,32,595.25,2,3,3,233,Potential Loyalists
14285,21,27,1910.01,2,2,4,224,Inactive
14286,24,280,4628.75,2,5,5,255,Potential Loyalists
14287,8,9,176.63,1,1,1,111,Inactive
14288,213,16,426.6,5,2,2,522,Inactive
14289,9,47,911.26,1,3,3,133,Inactive
14290,11,101,2314.65,1,4,5,145,Inactive
14291,2,237,3883.25,1,5,5,155,Inactive
14292,8,100,4871.93,1,4,5,145,Inactive
14293,3,61,1046.56,1,4,4,144,Inactive
14295,40,5,166.20000000000002,3,1,1,311,Inactive
14297,18,62,1305.33,2,4,4,244,Potential Loyalists
14298,8,1637,51527.3,1,5,5,155,Inactive
14299,8,143,3965.62,1,5,5,155,Inactive
14300,19,3,43.2,2,1,1,211,Inactive
14301,117,13,640.14,4,1,3,413,Inactive
14304,223,17,383.45,5,2,2,522,Inactive
14305,71,105,1858.96,3,4,4,344,Consistent Buyers
14306,51,33,2093.32,3,3,5,335,Potential Loyalists
14307,89,180,2995.72,4,5,5,455,VIP
14309,8,117,2352.53,1,4,5,145,Inactive
14311,243,20,310.26,5,2,2,522,Inactive
14312,47,87,1611.59,3,4,4,344,Consistent Buyers
14314,107,8,120.0,4,1,1,411,Inactive
14315,45,101,2481.13,3,4,5,345,Consistent Buyers
14317,65,24,508.58000000000004,3,2,3,323,Inactive
14320,207,31,477.79,5,3,2,532,Potential Loyalists
14321,11,123,1530.75,1,5,4,154,Inactive
14323,115,36,605.0600000000001,4,3,3,433,Potential Loyalists
14326,242,8,183.85,5,1,1,511,Inactive
14327,163,12,311.65,4,1,2,412,Inactive
14329,17,258,4975.24,2,5,5,255,Potential Loyalists
14331,124,28,462.65999999999997,4,2,2,422,Inactive
14332,23,25,840.21,2,2,3,223,Inactive
14333,68,15,415.2,3,2,2,322,Inactive
14334,17,162,2552.21,2,5,5,255,Potential Loyalists
14335,16,60,454.86,2,4,2,242,Potential Loyalists
14336,17,90,1614.91,2,4,4,244,Potential Loyalists
14338,161,31,588.22,4,3,3,433,Potential Loyalists
14339,243,14,309.52,5,2,2,522,Inactive
14340,219,6,134.7,5,1,1,511,Inactive
14341,45,128,2166.98,3,5,5,355,Consistent Buyers
14342,21,21,668.5600000000001,2,2,3,223,Inactive
14344,127,71,889.9300000000001,4,4,3,443,Consistent Buyers
14345,39,6,108.97999999999999,3,1,1,311,Inactive
14346,121,60,1021.58,4,4,4,444,VIP
14348,260,18,409.57,5,2,2,522,Inactive
14349,10,31,133.5,1,3,1,131,Inactive
14350,274,18,282.93,5,2,2,522,Inactive
14351,165,1,51.0,4,1,1,411,Inactive
14352,157,47,1078.96,4,3,4,434,Potential Loyalists
14353,215,6,90.6,5,1,1,511,Inactive
14354,6,9,163.62,1,1,1,111,Inactive
14355,366,11,174.4,5,1,1,511,Inactive
14356,80,33,701.23,4,3,3,433,Potential Loyalists
14357,43,40,225.12,3,3,1,331,Inactive
14359,19,55,912.18,2,3,3,233,Potential Loyalists
14360,32,117,2118.03,2,4,5,245,Potential Loyalists
14362,22,37,151.5,2,3,1,231,Inactive
14364,109,69,3717.35,4,4,5,445,VIP
14367,8,521,9227.82,1,5,5,155,Inactive
14368,320,8,155.0,5,1,1,511,Inactive
14371,295,4,100.5,5,1,1,511,Inactive
14373,358,4,76.55,5,1,1,511,Inactive
14375,185,66,235.56,5,4,1,541,Inactive
14377,191,11,617.05,5,1,3,513,Inactive
14379,44,46,348.1,3,3,2,332,Potential Loyalists
14381,52,56,202.68,3,3,1,331,Inactive
14382,26,126,615.49,2,5,3,253,Potential Loyalists
14383,38,59,1247.69,3,4,4,344,Consistent Buyers
14385,9,14,202.11,1,2,1,121,Inactive
14386,297,7,142.4,5,1,1,511,Inactive
14387,33,139,1727.6,2,5,4,254,Potential Loyalists
14388,10,186,3212.84,1,5,5,155,Inactive
14389,65,45,1043.46,3,3,4,334,Potential Loyalists
14390,10,284,4642.57,1,5,5,155,Inactive
14393,218,5,67.95,5,1,1,511,Inactive
14395,2,348,3479.91,1,5,5,155,Inactive
14396,65,73,487.99,3,4,3,343,Consistent Buyers
14397,3,87,2612.96,1,4,5,145,Inactive
14400,149,25,574.7,4,2,3,423,Inactive
14401,4,182,4051.48,1,5,5,155,Inactive
14403,130,20,1475.81,4,2,4,424,Inactive
14404,34,100,1449.32,3,4,4,344,Consistent Buyers
14406,119,8,156.75,4,1,1,411,Inactive
14407,107,73,2157.73,4,4,5,445,VIP
14408,11,106,2599.03,1,4,5,145,Inactive
14409,71,54,2059.4500000000003,3,3,5,335,Potential Loyalists
14410,92,190,1100.27,4,5,4,454,VIP
14411,311,14,1063.0,5,2,4,524,Inactive
14412,43,43,770.03,3,3,3,333,Potential Loyalists
14413,362,22,121.05,5,2,1,521,Inactive
14414,92,97,1496.98,4,4,4,444,VIP
14415,1,579,5855.57,1,5,5,155,Inactive
14416,22,14,490.22,2,2,3,223,Inactive
14418,4,124,1937.25,1,5,4,154,Inactive
14419,11,202,1051.79,1,5,4,154,Inactive
14420,99,29,387.52,4,2,2,422,Inactive
14421,57,27,813.11,3,2,3,323,Inactive
14422,1,222,4263.64,1,5,5,155,Inactive
14423,218,3,265.2,5,1,2,512,Inactive
14424,18,1,322.08,2,1,2,212,Inactive
14426,24,224,4481.67,2,5,5,255,Potential Loyalists
14427,50,17,363.34000000000003,3,2,2,322,Inactive
14428,7,137,1224.06,1,5,4,154,Inactive
14431,303,17,470.36,5,2,2,522,Inactive
14432,10,377,2248.5,1,5,5,155,Inactive
14434,22,12,1372.8,2,1,4,214,Inactive
14436,99,9,89.06,4,1,1,411,Inactive
14437,366,5,63.0,5,1,1,511,Inactive
14438,306,9,131.9,5,1,1,511,Inactive
14439,320,32,2661.24,5,3,5,535,Potential Loyalists
14440,8,55,2357.6800000000003,1,3,5,135,Inactive
14441,1,51,1712.89,1,3,4,134,Inactive
14442,205,63,1589.82,5,4,4,544,VIP
14443,54,93,1420.2,3,4,4,344,Consistent Buyers
14446,1,277,1010.35,1,5,4,154,Inactive
14447,19,70,1163.23,2,4,4,244,Potential Loyalists
14448,9,20,375.35,1,2,2,122,Inactive
14449,19,250,885.8,2,5,3,253,Potential Loyalists
14450,181,40,483.25,5,3,2,532,Potential Loyalists
14451,60,105,643.9,3,4,3,343,Consistent Buyers
14452,11,60,259.05,1,4,2,142,Inactive
14453,190,22,119.93,5,2,1,521,Inactive
14456,5,947,3017.28,1,5,5,155,Inactive
14457,311,4,113.64,5,1,1,511,Inactive
14459,155,37,1837.92,4,3,4,434,Potential Loyalists
14460,110,16,434.34,4,2,2,422,Inactive
14461,148,180,2103.06,4,5,5,455,VIP
14462,66,233,1980.57,3,5,4,354,Consistent Buyers
14463,98,6,529.62,4,1,3,413,Inactive
14465,247,123,1038.44,5,5,4,554,VIP
14466,29,72,2272.4,2,4,5,245,Potential Loyalists
14467,18,89,596.26,2,4,3,243,Potential Loyalists
14470,12,43,461.19,1,3,2,132,Inactive
14472,104,265,1852.67,4,5,4,454,VIP
14473,74,7,234.34000000000003,4,1,1,411,Inactive
14474,46,29,547.66,3,2,3,323,Inactive
14475,72,42,925.85,3,3,3,333,Potential Loyalists
14476,257,17,193.0,5,2,1,521,Inactive
14477,20,10,1309.6,2,1,4,214,Inactive
14479,254,18,316.25,5,2,2,522,Inactive
14480,11,13,279.05,1,1,2,112,Inactive
14481,165,30,636.51,4,3,3,433,Potential Loyalists
14482,18,137,2022.81,2,5,4,254,Potential Loyalists
14483,282,9,137.1,5,1,1,511,Inactive
14484,50,14,321.92,3,2,2,322,Inactive
14485,39,46,162.8,3,3,1,331,Inactive
14487,27,140,1165.48,2,5,4,254,Potential Loyalists
14488,68,46,1064.28,3,3,4,334,Potential Loyalists
14489,207,30,463.38,5,3,2,532,Potential Loyalists
14491,175,17,340.93,4,2,2,422,Inactive
14493,7,120,2383.2400000000002,1,5,5,155,Inactive
14494,26,7,139.56,2,1,1,211,Inactive
14495,51,6,123.8,3,1,1,311,Inactive
14496,312,19,538.8100000000001,5,2,3,523,Inactive
14497,309,29,475.37,5,2,2,522,Inactive
